[2024-12-19T19:32:42.510+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-19T19:32:42.531+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ecobalyse_dag.simulations_data scheduled__2024-12-18T00:00:00+00:00 [queued]>
[2024-12-19T19:32:42.540+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ecobalyse_dag.simulations_data scheduled__2024-12-18T00:00:00+00:00 [queued]>
[2024-12-19T19:32:42.541+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 3
[2024-12-19T19:32:42.551+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): simulations_data> on 2024-12-18 00:00:00+00:00
[2024-12-19T19:32:42.561+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=104) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-19T19:32:42.562+0000] {standard_task_runner.py:72} INFO - Started process 127 to run task
[2024-12-19T19:32:42.563+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ecobalyse_dag', 'simulations_data', 'scheduled__2024-12-18T00:00:00+00:00', '--job-id', '1523', '--raw', '--subdir', 'DAGS_FOLDER/data_transformations.py', '--cfg-path', '/tmp/tmpe02b4gv_']
[2024-12-19T19:32:42.563+0000] {standard_task_runner.py:105} INFO - Job 1523: Subtask simulations_data
[2024-12-19T19:32:42.619+0000] {task_command.py:467} INFO - Running <TaskInstance: ecobalyse_dag.simulations_data scheduled__2024-12-18T00:00:00+00:00 [running]> on host 900e1ea5074f
[2024-12-19T19:32:42.689+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='thiernosidybah232@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ecobalyse_dag' AIRFLOW_CTX_TASK_ID='simulations_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-18T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-18T00:00:00+00:00'
[2024-12-19T19:32:42.690+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-12-19T19:32:42.690+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-12-19T19:32:42.690+0000] {logging_mixin.py:190} INFO - Current task name:simulations_data state:running start_date:2024-12-19 19:32:42.531578+00:00
[2024-12-19T19:32:42.690+0000] {logging_mixin.py:190} INFO - Dag name:ecobalyse_dag and current dag run status:running
[2024-12-19T19:32:42.691+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-12-19T19:32:57.721+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 44.97 secondes.
[2024-12-19T19:33:59.280+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 43.41 secondes.
[2024-12-19T19:34:57.231+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 45.46 secondes.
[2024-12-19T19:35:56.452+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.24 secondes.
[2024-12-19T19:36:55.946+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.75 secondes.
[2024-12-19T19:37:56.134+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.56 secondes.
[2024-12-19T19:38:55.908+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.79 secondes.
[2024-12-19T19:39:56.117+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.58 secondes.
[2024-12-19T19:40:56.726+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 45.97 secondes.
[2024-12-19T19:41:57.247+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 45.45 secondes.
[2024-12-19T19:42:56.571+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.13 secondes.
[2024-12-19T19:43:56.168+0000] {logging_mixin.py:190} INFO - Limite atteinte, attente de 46.53 secondes.
[2024-12-19T19:44:42.705+0000] {logging_mixin.py:190} INFO - Erreur lors de la simulation : HTTPSConnectionPool(host='ecobalyse.beta.gouv.fr', port=443): Max retries exceeded with url: /api/textile/simulator (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ca03a18bb30>: Failed to resolve 'ecobalyse.beta.gouv.fr' ([Errno -3] Temporary failure in name resolution)"))
[2024-12-19T19:44:42.708+0000] {logging_mixin.py:190} INFO - Erreur lors de la simulation : HTTPSConnectionPool(host='ecobalyse.beta.gouv.fr', port=443): Max retries exceeded with url: /api/textile/simulator (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ca03a198740>: Failed to resolve 'ecobalyse.beta.gouv.fr' ([Errno -3] Temporary failure in name resolution)"))
